Yaw;Pitch;Roll;Ang_vel_x;Ang_vel_y;Ang_vel_z;u(z);t;setpoint;pwm
168.5625;0;-1.25;0;-0.01;-0.14;-0.00016;49.67;166.77;69.71
168.9375;0;-1.25;0.01;-0.01;-0.14;-0.00016;49.72;167.16;69.06
169.3125;0.0625;-1.25;0.01;-0.01;-0.15;-0.00014;49.77;167.57;68.48
169.6875;0.0625;-1.25;0.01;-0.01;-0.15;-0.00013;49.82;168.03;68.03
170.125;0.0625;-1.1875;0.02;-0.01;-0.15;-0.00012;49.86;168.39;67.58
170.5;0;-1.1875;0.02;-0.01;-0.15;-0.00014;49.91;168.79;67.06
170.9375;0;-1.1875;0.01;0;-0.16;-0.00011;49.96;169.23;66.66
171.25;0;-1.1875;0.01;0;-0.16;-0.00008;50.01;169.65;66.36
171.6875;0;-1.1875;0.01;0;-0.16;-0.00007;50.06;170.09;66.08
172.1875;0;-1.1875;0;0;-0.17;-0.00006;50.11;170.54;65.85
172.625;0;-1.1875;-0.01;0.01;-0.17;-0.00006;50.15;171;65.66
173.125;0;-1.1875;-0.01;0.01;-0.16;-0.00008;50.2;171.43;65.35
173.5625;0;-1.1875;-0.02;0.01;-0.16;-0.00008;50.25;171.88;65.03
173.9375;0.0625;-1.1875;-0.02;0.01;-0.17;-0.00006;50.3;172.35;64.81
174.375;0.125;-1.1875;-0.02;0.01;-0.17;-0.00005;50.35;172.83;64.63
174.875;0.1875;-1.1875;-0.02;0.01;-0.18;-0.00003;50.39;173.32;64.52
175.3125;0.25;-1.1875;-0.02;0;-0.18;-0.00003;50.44;173.76;64.4
175.75;0.25;-1.1875;-0.01;0;-0.18;-0.00003;50.49;174.23;64.3
176.1875;0.3125;-1.1875;0;0;-0.18;-0.00003;50.53;174.7;64.19
176.6875;0.3125;-1.1875;0;-0.01;-0.18;0;50.58;175.17;64.18
177.125;0.3125;-1.1875;0.01;-0.01;-0.19;0.00003;50.63;175.64;64.28
177.625;0.375;-1.125;0.01;-0.01;-0.18;0.00001;50.67;176.11;64.33
178.125;0.3125;-1.125;0.02;-0.01;-0.18;-0.00001;50.72;176.61;64.27
178.5;0.3125;-1.125;0.02;-0.01;-0.18;0.00001;50.77;177.12;64.32
179;0.3125;-1.0625;0.02;-0.01;-0.18;0.00002;50.82;177.64;64.41
179.5;0.25;-1.0625;0.01;0;-0.18;0.00004;50.88;178.17;64.58
180;0.25;-1.0625;0.01;0;-0.19;0.00007;50.92;178.74;64.8
180.5625;0.25;-1.0625;0;0;-0.18;0.00006;50.97;179.17;65.02
181.0625;0.25;-1.0625;-0.01;0;-0.19;0.00007;51.02;179.66;65.29
181.5625;0.25;-1.0625;-0.01;0.01;-0.18;0.00005;51.07;180.17;65.48
182;0.25;-1.0625;-0.02;0.01;-0.18;0.00007;51.11;180.69;65.73
182.4375;0.3125;-1.0625;-0.02;0.01;-0.19;0.00011;51.16;181.2;66.16
183;0.375;-1.0625;-0.02;0.01;-0.19;0.00011;51.21;181.72;66.56
183.5;0.4375;-1.0625;-0.02;0.01;-0.18;0.0001;51.26;182.2;66.92
184;0.5;-1.0625;-0.01;0;-0.18;0.0001;51.31;182.69;67.29
184.5;0.5625;-1.0625;-0.01;0;-0.18;0.0001;51.36;183.2;67.69
184.875;0.5625;-1.0625;0;0;-0.18;0.00015;51.41;183.71;68.36
185.375;0.625;-1.0625;0;-0.01;-0.18;0.00016;51.45;184.31;68.86
185.875;0.625;-1.0625;0.01;-0.01;-0.18;0.00017;51.5;184.72;69.47
186.4375;0.625;-1;0.01;-0.01;-0.18;0.00017;51.55;185.17;70.09
186.8125;0.625;-1;0.01;-0.01;-0.18;0.00017;51.6;185.64;70.73
187.3125;0.625;-1;0.02;-0.01;-0.18;0.00017;51.64;186.13;71.34
187.8125;0.5625;-1;0.02;-0.01;-0.18;0.00019;51.69;186.58;72.02
188.1875;0.5625;-1;0.01;0;-0.18;0.00022;51.74;187.04;72.88
188.6875;0.5;-1;0.01;0;-0.18;0.00023;51.78;187.52;73.68
189.1875;0.5;-1;0;0;-0.18;0.00024;51.83;187.95;74.62
189.6875;0.5;-1;0;0;-0.17;0.00023;51.88;188.42;75.53
190.0625;0.5;-1;-0.01;0.01;-0.17;0.00024;51.93;188.89;76.56
190.5;0.5;-1;-0.01;0.01;-0.17;0.00026;51.98;189.4;77.45
191;0.5625;-0.9375;-0.02;0.01;-0.17;0.00026;52.03;189.8;78.46
191.4375;0.625;-0.9375;-0.02;0.01;-0.16;0.00028;52.07;190.24;79.51
191.9375;0.6875;-0.9375;-0.02;0;-0.16;0.00029;52.12;190.67;80.59
192.375;0.75;-0.9375;-0.02;0;-0.15;0.00026;52.17;191.08;81.6
192.6875;0.75;-0.9375;-0.01;-0.01;-0.16;0.00029;52.22;191.51;82.73
193.125;0.8125;-0.9375;-0.01;0;-0.16;0.00033;52.27;191.93;83.98
193.5625;0.875;-0.9375;0;-0.01;-0.15;0.00033;52.32;192.33;85.23
194;0.875;-0.9375;0;-0.01;-0.15;0.00033;52.37;192.73;86.5
194.4375;0.875;-0.9375;0.01;-0.01;-0.15;0.00034;52.41;193.13;87.77
194.875;0.875;-0.9375;0.02;-0.01;-0.14;0.00031;52.46;193.49;88.92
195.1875;0.875;-0.875;0.02;-0.01;-0.14;0.00032;52.51;193.86;90.24
195.5625;0.8125;-0.875;0.02;-0.01;-0.13;0.00032;52.56;194.25;91.42
195.9375;0.8125;-0.875;0.01;0;-0.12;0.00031;52.61;194.59;92.53
196.25;0.75;-0.875;0.01;-0.01;-0.12;0.00029;52.65;194.92;93.62
196.5625;0.75;-0.875;0.01;0;-0.12;0.00035;52.7;195.24;94.89
196.875;0.6875;-0.875;0;0;-0.13;0.00039;52.75;195.55;96.3
197.1875;0.75;-0.875;0;0;-0.12;0.00038;52.79;195.85;97.69
197.5625;0.75;-0.875;-0.01;0.01;-0.11;0.00035;52.84;196.15;99.05
197.8125;0.75;-0.875;-0.02;0.01;-0.09;0.0003;52.89;196.45;100.04
198.0625;0.75;-0.875;-0.02;0.01;-0.09;0.00029;52.93;196.7;101.13
198.3125;0.8125;-0.875;-0.02;0.01;-0.09;0.00032;52.98;196.97;102.38
198.5;0.875;-0.875;-0.02;0.01;-0.09;0.00035;53.03;197.23;103.75
198.75;0.9375;-0.8125;-0.01;0;-0.08;0.00034;53.08;197.5;105.06
199;1;-0.8125;-0.01;0;-0.07;0.00032;53.14;197.74;106.34
199.25;1;-0.8125;-0.01;0;-0.08;0.00035;53.18;197.99;107.63
199.4375;1;-0.8125;0;0;-0.07;0.00034;53.23;198.2;108.92
199.625;0.9375;-0.8125;0.01;-0.01;-0.06;0.00034;53.28;198.4;110.19
199.8125;0.9375;-0.8125;0.01;-0.01;-0.06;0.00035;53.33;198.59;111.48
200;0.875;-0.8125;0.01;-0.01;-0.05;0.00033;53.38;198.77;112.97
200.125;0.8125;-0.8125;0.02;-0.01;-0.05;0.00033;53.42;198.97;114.02
200.25;0.75;-0.8125;0.02;0;-0.04;0.0003;53.47;199.1;115.11
200.375;0.6875;-0.8125;0.01;0;-0.03;0.00029;53.52;199.24;116.18
200.5;0.625;-0.8125;0.01;0;-0.03;0.00033;53.57;199.37;117.44
200.5625;0.5625;-0.75;0;0;-0.03;0.00031;53.62;199.49;118.65
200.625;0.5625;-0.75;0;0;-0.02;0.00032;53.67;199.6;119.93
200.6875;0.5;-0.75;-0.01;0.01;-0.02;0.00034;53.72;199.7;121.24
200.75;0.5;-0.75;-0.02;0.01;-0.02;0.00033;53.77;199.78;122.57
200.8125;0.5;-0.75;-0.01;0.01;-0.01;0.00034;53.82;199.85;123.94
200.875;0.5;-0.8125;-0.02;0.01;-0.01;0.00035;53.87;199.91;125.27
200.875;0.5625;-0.8125;-0.02;0.01;0;0.00033;53.91;199.95;126.48
200.875;0.5625;-0.8125;-0.01;0.01;0.01;0.00031;53.96;199.98;127.62
200.875;0.625;-0.875;-0.01;0;0.01;0.00032;54.01;200;128.82
200.875;0.625;-0.875;-0.01;0;0.01;0.00032;54.06;200;130.08
200.875;0.5625;-0.875;0;0;0.01;0.00035;54.11;199.99;131.53
200.8125;0.5625;-0.8125;0.01;-0.01;0.02;0.00035;54.16;199.97;132.83
200.8125;0.5625;-0.8125;0.01;-0.01;0.02;0.00037;54.21;199.93;134.3
200.75;0.5;-0.8125;0.01;-0.01;0.03;0.00033;54.26;199.88;135.56
200.6875;0.5;-0.8125;0.02;-0.01;0.03;0.00033;54.3;199.82;136.72
200.5625;0.4375;-0.8125;0.02;-0.01;0.04;0.00034;54.35;199.75;137.95
200.5;0.4375;-0.8125;0.01;-0.01;0.05;0.00031;54.4;199.67;139.08
200.375;0.375;-0.8125;0.01;0;0.05;0.0003;54.44;199.57;140.16
200.25;0.375;-0.8125;0.01;0.01;0.05;0.00033;54.49;199.46;141.4
200.125;0.375;-0.8125;0;0.01;0.06;0.00031;54.54;199.34;142.59
200;0.375;-0.8125;-0.01;0.01;0.06;0.00032;54.59;199.2;143.83
199.8125;0.375;-0.8125;-0.01;0.02;0.06;0.00032;54.64;199.05;145.09
199.625;0.375;-0.875;-0.01;0.01;0.07;0.00031;54.69;198.88;146.3
199.4375;0.375;-0.9375;-0.01;0.01;0.08;0.00028;54.74;198.71;147.41
199.25;0.4375;-0.9375;-0.02;0.01;0.08;0.00029;54.79;198.51;148.52
199;0.4375;-1;-0.01;0.01;0.09;0.00026;54.84;198.31;149.49
198.8125;0.5;-1.0625;-0.01;0.01;0.09;0.00029;54.89;198.1;150.59
198.5625;0.5;-1.0625;-0.01;0;0.1;0.00026;54.93;197.88;151.56
198.3125;0.5;-1.0625;0;0;0.11;0.00023;54.99;197.65;152.5
198.0625;0.5;-1.0625;0;-0.01;0.11;0.00024;55.03;197.39;153.32
197.75;0.5;-1.0625;0.01;-0.01;0.12;0.00019;55.08;197.16;154.02
197.4375;0.5;-1.0625;0.01;-0.01;0.12;0.00022;55.12;196.9;154.81
197.125;0.4375;-1.0625;0.01;-0.01;0.12;0.00021;55.18;196.63;155.66
196.875;0.4375;-1.0625;0.02;-0.01;0.13;0.00018;55.22;196.32;156.31
196.5;0.375;-1;0.01;-0.01;0.13;0.00021;55.27;196.04;157.1
196.1875;0.375;-1;0.01;0;0.13;0.0002;55.32;195.73;157.82
195.8125;0.3125;-1;0.01;0;0.13;0.00022;55.36;195.42;158.6
195.4375;0.3125;-1;0;0.01;0.13;0.0002;55.41;195.11;159.38
195.125;0.3125;-1;0;0.01;0.15;0.00015;55.46;194.76;159.88
194.75;0.3125;-1;-0.01;0.02;0.15;0.00015;55.51;194.45;160.44
194.4375;0.3125;-1.0625;-0.01;0.02;0.15;0.00014;55.55;194.1;160.96
194;0.3125;-1.125;-0.01;0.02;0.15;0.00015;55.6;193.74;161.48
193.5625;0.3125;-1.1875;-0.01;0.03;0.15;0.00016;55.65;193.4;162.09
193.1875;0.3125;-1.25;-0.01;0.02;0.15;0.00014;55.7;193.01;162.65
192.8125;0.3125;-1.3125;-0.01;0.01;0.16;0.00012;55.75;192.61;163.11
192.375;0.3125;-1.3125;-0.01;0.01;0.17;0.0001;55.8;192.2;163.53
191.9375;0.3125;-1.375;0;0.01;0.16;0.00013;55.85;191.77;164
191.5;0.3125;-1.375;0;-0.01;0.17;0.0001;55.9;191.35;164.4
191;0.3125;-1.375;0;-0.01;0.16;0.00012;55.95;190.92;164.89
190.5625;0.25;-1.375;0.01;-0.01;0.17;0.00011;56;190.48;165.31
190.0625;0.25;-1.375;0.01;-0.01;0.17;0.00013;56.05;190.02;165.82
189.625;0.25;-1.3125;0.01;-0.01;0.17;0.00013;56.1;189.55;166.3
189.1875;0.25;-1.3125;0.01;-0.01;0.18;0.00008;56.15;189.1;166.63
188.6875;0.25;-1.25;0.01;0;0.18;0.00009;56.2;188.62;166.97
188.1875;0.1875;-1.25;0.01;0;0.18;0.00007;56.25;188.13;167.22
187.6875;0.1875;-1.25;0;0.01;0.18;0.00007;56.3;187.68;167.49
187.1875;0.1875;-1.25;0;0.02;0.18;0.00005;56.35;187.19;167.67
186.6875;0.1875;-1.3125;0;0.02;0.18;0.00006;56.4;186.7;167.92
186.1875;0.1875;-1.375;0;0.02;0.19;0.00003;56.45;186.2;168.06
185.6875;0.125;-1.4375;-0.01;0.02;0.18;0.00004;56.5;185.68;168.23
185.1875;0.125;-1.5;-0.01;0.02;0.19;0.00003;56.54;185.18;168.33
184.6875;0.125;-1.5625;-0.01;0.02;0.19;0.00001;56.59;184.72;168.36
184.125;0.125;-1.625;-0.01;0.02;0.19;-0.00001;56.64;184.24;168.32
183.6875;0.125;-1.625;-0.01;0.01;0.2;-0.00003;56.69;183.72;168.21
183.1875;0.0625;-1.6875;-0.01;0;0.19;-0.00001;56.74;183.22;168.17
182.625;0.0625;-1.6875;0;0;0.19;-0.00004;56.79;182.7;168.04
182.125;0.0625;-1.6875;0;-0.01;0.19;-0.00003;56.84;182.21;167.93
181.5625;0.0625;-1.6875;0;-0.01;0.2;-0.00008;56.89;181.71;167.63
181;0;-1.625;0;-0.02;0.19;-0.00005;56.93;181.2;167.45
180.5;0;-1.625;0;-0.01;0.2;-0.00008;56.98;180.7;167.14
180.0625;0;-1.5625;0.01;-0.01;0.19;-0.00008;57.03;180.19;166.84
179.5;0;-1.5625;0.01;0;0.19;-0.00009;57.08;179.67;166.51
179;0;-1.5625;0.01;0;0.2;-0.00011;57.13;179.15;166.07
178.4375;0;-1.5625;0.01;0.01;0.19;-0.00011;57.18;178.64;165.67
177.875;0;-1.5625;0.01;0.01;0.2;-0.00013;57.22;178.15;165.18
177.3125;0;-1.625;0.01;0.02;0.19;-0.00012;57.28;177.66;164.7
176.9375;-0.0625;-1.625;0;0.03;0.2;-0.00015;57.32;177.12;164.24
176.375;-0.0625;-1.6875;0;0.03;0.19;-0.00014;57.36;176.71;163.72
175.9375;-0.0625;-1.75;0;0.02;0.2;-0.00017;57.41;176.21;163.09
175.375;-0.0625;-1.8125;0;0.02;0.19;-0.00016;57.46;175.73;162.53
174.875;-0.125;-1.875;-0.01;0.02;0.19;-0.00017;57.5;175.27;161.87
174.3125;-0.125;-1.9375;0;0.01;0.19;-0.00017;57.55;174.78;161.2
173.9375;-0.125;-1.9375;-0.01;0.01;0.18;-0.00015;57.6;174.27;160.62
173.4375;-0.125;-1.875;-0.01;0;0.19;-0.0002;57.66;173.77;159.83
172.9375;-0.1875;-1.875;-0.01;-0.01;0.18;-0.00018;57.7;173.27;159.15
172.4375;-0.1875;-1.8125;-0.01;-0.01;0.18;-0.00021;57.75;172.79;158.34
171.9375;-0.1875;-1.8125;0;-0.02;0.17;-0.0002;57.8;172.31;157.61
171.4375;-0.1875;-1.75;0;-0.01;0.18;-0.00024;57.85;171.84;156.74
170.9375;-0.25;-1.6875;0;-0.01;0.17;-0.00021;57.9;171.4;155.88
170.4375;-0.25;-1.625;0.01;0;0.17;-0.00023;57.94;170.91;155.11
170.0625;-0.25;-1.625;0.01;0;0.17;-0.00025;57.99;170.51;154.19
169.5625;-0.25;-1.5625;0.01;0;0.16;-0.00023;58.04;170.07;153.31
169.125;-0.25;-1.5625;0.01;0.01;0.17;-0.00027;58.09;169.63;152.34
168.6875;-0.3125;-1.5;0.01;0.02;0.15;-0.00023;58.2;169.22;150.36
168.6875;-0.3125;-1.5;0.01;0.02;0.16;-0.00029;58.2;169.22;150.33
167.875;-0.375;-1.5625;0.01;0.02;0.15;-0.00025;58.23;168.24;149.7
167.4375;-0.375;-1.625;0;0.02;0.15;-0.00024;58.28;167.97;148.83
167.0625;-0.375;-1.625;0;0.02;0.15;-0.00026;58.33;167.58;147.85
166.75;-0.375;-1.6875;0;0.02;0.13;-0.00022;58.37;167.18;147.07
166.3125;-0.375;-1.6875;-0.01;0;0.13;-0.00027;58.56;166.83;143.03
165.25;-0.4375;-1.6875;-0.01;0;0.14;-0.00038;58.57;166.83;142.98
164.875;-0.375;-1.6875;-0.01;-0.01;0.13;-0.00029;58.61;165.38;141.97
164.5;-0.375;-1.6875;-0.01;-0.01;0.13;-0.00031;58.66;165.07;140.75
164.25;-0.375;-1.6875;-0.01;-0.01;0.11;-0.00028;58.71;164.72;139.68
163.9375;-0.375;-1.625;-0.01;-0.01;0.11;-0.00029;58.76;164.39;138.54
163.625;-0.375;-1.5625;0;0;0.1;-0.00029;58.93;164.07;134.75
163;-0.375;-1.5625;0.01;0;0.11;-0.0004;58.93;164.07;134.65
162.6875;-0.375;-1.5625;0.01;0.01;0.11;-0.00039;58.96;163.05;133.87
162.375;-0.375;-1.5625;0.01;0.01;0.11;-0.00041;59;162.91;132.32
162.0625;-0.4375;-1.5;0.01;0.02;0.11;-0.00044;59.05;162.66;130.65
161.75;-0.5;-1.5;0.01;0.02;0.1;-0.00041;59.1;162.41;129.11
161.5625;-0.5;-1.5625;0.01;0.03;0.08;-0.00034;59.29;162.17;124.08
161.5625;-0.5;-1.5625;0;0.01;0.07;-0.0004;59.29;162.17;124.02
160.8125;-0.5625;-1.625;0;0.01;0.06;-0.00033;59.29;161.37;123.9
160.6875;-0.5625;-1.625;0;0;0.06;-0.00033;59.34;161.35;122.66
160.5;-0.5625;-1.625;0;0;0.05;-0.00031;59.39;161.17;121.57
160.375;-0.5625;-1.625;0;0;0.05;-0.0003;59.43;161.02;120.47
160.1875;-0.5625;-1.5625;-0.01;-0.01;0.03;-0.00027;59.48;160.87;119.5
160.125;-0.5625;-1.5625;0;0;0.02;-0.00022;59.65;160.73;116.64
160;-0.5625;-1.5625;0;0;0.01;-0.00026;59.65;160.73;116.6
160;-0.5625;-1.5625;0;0.01;0;-0.00022;59.67;160.33;116.23
159.9375;-0.5625;-1.5;0;0;0;-0.0002;59.72;160.29;115.5
159.9375;-0.5625;-1.5;-0.01;0;-0.01;-0.00017;59.77;160.22;114.8
159.9375;-0.5625;-1.5;-0.01;0.01;-0.02;-0.00016;59.82;160.14;114.21
160;-0.5;-1.5;-0.01;0;-0.03;-0.00013;60.01;160.09;112.26
160.125;-0.4375;-1.4375;-0.01;0.01;-0.02;-0.00024;60.01;160.09;112.23
160.1875;-0.4375;-1.4375;-0.01;0;-0.03;-0.00023;60.01;160.09;112.2
160.25;-0.375;-1.4375;-0.01;0;-0.03;-0.0002;60.06;160;111.46
160.3125;-0.375;-1.4375;-0.01;0.01;-0.03;-0.00024;60.1;160.01;110.57
160.375;-0.3125;-1.4375;-0.01;0;-0.03;-0.00026;60.15;160.03;109.55
160.4375;-0.3125;-1.4375;0;0;-0.03;-0.00025;60.2;160.07;108.64
160.5625;-0.3125;-1.375;0.01;0;-0.03;-0.00027;60.37;160.11;105.07
160.5625;-0.3125;-1.375;0.01;-0.01;-0.03;-0.00034;60.37;160.11;105.04
160.8125;-0.3125;-1.375;0.01;0;-0.03;-0.00036;60.4;160.38;104.29
160.875;-0.3125;-1.375;0.01;0;-0.02;-0.0004;60.45;160.43;102.79
160.9375;-0.3125;-1.3125;0.01;-0.01;-0.03;-0.00039;60.5;160.55;101.25
161;-0.3125;-1.3125;0.01;-0.01;-0.03;-0.00039;60.55;160.67;99.73
161.125;-0.3125;-1.3125;0;0;-0.04;-0.00038;60.74;160.81;93.94
161.3125;-0.3125;-1.3125;0;0;-0.05;-0.00041;60.74;160.81;93.89
161.4375;-0.3125;-1.3125;-0.01;0.01;-0.05;-0.00042;60.74;160.81;93.85
161.5625;-0.3125;-1.3125;-0.01;0.01;-0.04;-0.00048;60.79;161.49;92.11
161.6875;-0.25;-1.3125;-0.01;0;-0.03;-0.00051;60.84;161.69;90.21
161.75;-0.25;-1.3125;-0.01;0.01;-0.05;-0.00048;60.88;161.89;88.46
161.875;-0.1875;-1.3125;-0.01;0;-0.05;-0.00048;60.94;162.1;86.53
162;-0.1875;-1.3125;0;0;-0.07;-0.00042;61.1;162.35;81.03
162.3125;-0.125;-1.3125;0;0.01;-0.07;-0.00044;61.11;162.35;80.96
162.5;-0.125;-1.3125;0;0;-0.07;-0.00046;61.12;163.27;80.46
162.6875;-0.125;-1.3125;0.01;-0.01;-0.08;-0.00043;61.17;163.35;78.78
162.875;-0.125;-1.3125;0.01;0;-0.09;-0.0004;61.22;163.64;77.23
163.125;-0.125;-1.25;0.01;-0.01;-0.09;-0.00037;61.27;163.95;75.77
163.375;-0.125;-1.3125;0.01;-0.01;-0.11;-0.00029;61.45;164.27;71.73
163.9375;-0.1875;-1.3125;0.01;-0.01;-0.12;-0.00031;61.45;164.27;71.68
164.25;-0.25;-1.3125;0;0;-0.12;-0.00032;61.47;165.5;71.18
164.5625;-0.25;-1.3125;0;0;-0.12;-0.00032;61.52;165.64;69.99
164.9375;-0.1875;-1.3125;0;0;-0.13;-0.00029;61.56;165.99;68.93
165.25;-0.1875;-1.3125;-0.01;0;-0.14;-0.00023;61.62;166.35;68.03
165.625;-0.1875;-1.3125;-0.01;0;-0.16;-0.00013;61.79;166.74;66.27
165.625;-0.1875;-1.3125;-0.02;0.01;-0.16;-0.00012;61.79;166.74;66.25
166.875;-0.0625;-1.3125;-0.02;0.01;-0.16;-0.00016;61.81;168.19;66.1
167.3125;0;-1.3125;-0.02;0.01;-0.16;-0.00015;61.85;168.29;65.52
167.75;0;-1.3125;-0.01;0;-0.16;-0.00015;61.9;168.71;64.95
168.125;0;-1.3125;0;0;-0.17;-0.00015;61.95;169.14;64.37
168.625;0.0625;-1.3125;0.01;-0.01;-0.18;-0.00008;62.14;169.59;63.29
169.5625;0.0625;-1.3125;0.01;-0.01;-0.18;-0.00006;62.14;169.59;63.28
170.0625;0.0625;-1.3125;0.01;-0.01;-0.18;-0.00008;62.15;171.29;63.23
170.4375;0.0625;-1.3125;0.01;-0.01;-0.19;-0.00006;62.19;171.35;63.04
170.9375;0.0625;-1.3125;0.01;-0.01;-0.19;-0.00005;62.24;171.77;62.82
171.5;0.0625;-1.25;0.01;-0.01;-0.19;-0.00005;62.29;172.27;62.64
171.875;0;-1.25;0.01;0;-0.19;-0.00002;62.33;172.74;62.56
172.4375;0;-1.25;0;0;-0.2;0.00002;62.48;173.11;62.79
173.375;0.0625;-1.25;-0.01;0;-0.2;0.00004;62.49;173.11;62.79
173.9375;0.0625;-1.25;-0.01;0.01;-0.2;0.00001;62.53;174.68;62.83
174.5;0.0625;-1.25;-0.02;0.01;-0.2;0.00003;62.58;175.09;62.95
175.0625;0.125;-1.25;-0.02;0;-0.2;0.00005;62.63;175.6;63.13
175.625;0.1875;-1.25;-0.02;0.01;-0.2;0.00003;62.68;176.12;63.25
176.1875;0.25;-1.25;-0.01;0;-0.2;0.00008;62.83;176.63;64.22
177.3125;0.375;-1.25;-0.01;0;-0.2;0.00012;62.84;176.63;64.24
177.875;0.375;-1.25;0;-0.01;-0.2;0.00009;62.87;178.29;64.49
178.4375;0.375;-1.25;0;0;-0.21;0.0001;62.92;178.68;64.87
179;0.4375;-1.25;0.01;-0.01;-0.2;0.0001;62.97;179.17;65.24
179.5625;0.4375;-1.25;0.01;-0.01;-0.21;0.00012;63.02;179.68;65.71
180;0.4375;-1.25;0.01;-0.01;-0.21;0.00015;63.18;180.22;67.64
180;0.4375;-1.25;0.01;-0.01;-0.2;0.00019;63.18;180.22;67.66
181.75;0.375;-1.1875;0.01;-0.01;-0.2;0.00013;63.21;181.89;67.99
182.3125;0.375;-1.1875;0;0;-0.2;0.00015;63.26;182.23;68.54
182.8125;0.375;-1.1875;0;0;-0.2;0.00017;63.31;182.72;69.18
183.25;0.375;-1.125;-0.01;0;-0.2;0.00017;63.36;183.23;69.85
183.8125;0.4375;-1.125;-0.02;0.01;-0.2;0.00021;63.52;183.75;72.55
184.9375;0.5;-1.125;-0.02;0.01;-0.19;0.00025;63.53;183.75;72.58
185.5;0.5625;-1.125;-0.02;0;-0.19;0.00018;63.55;185.44;72.96
186;0.625;-1.125;-0.01;0.01;-0.19;0.00021;63.6;185.71;73.71
186.4375;0.625;-1.125;-0.01;0;-0.19;0.00021;63.65;186.17;74.52
187;0.6875;-1.125;-0.01;0;-0.18;0.0002;63.69;186.66;75.24
187.5;0.6875;-1.125;0;-0.01;-0.18;0.0002;63.87;187.1;78
187.5;0.6875;-1.125;0.01;-0.01;-0.18;0.00028;63.87;187.1;78.03
188.875;0.75;-1.0625;0.01;-0.01;-0.18;0.00025;63.88;188.79;78.31
189.375;0.75;-1.0625;0.01;-0.01;-0.18;0.00028;63.93;188.93;79.39
189.8125;0.75;-1.0625;0.01;-0.01;-0.18;0.00028;63.98;189.38;80.47
190.3125;0.6875;-1.0625;0.01;0;-0.17;0.00026;64.03;189.84;81.5
190.8125;0.6875;-1.0625;0;-0.01;-0.15;0.00021;64.21;190.3;84.39
191.625;0.6875;-1.0625;0;0;-0.15;0.00031;64.21;190.3;84.42
192.0625;0.6875;-1.0625;-0.01;0;-0.16;0.00029;64.23;191.87;84.92
192.5;0.6875;-1.0625;-0.01;0.01;-0.16;0.00032;64.27;192.05;85.9
192.875;0.75;-1;-0.01;0.01;-0.16;0.00032;64.32;192.38;87.12
193.3125;0.75;-1;-0.02;0.01;-0.15;0.00029;64.37;192.78;88.23
193.75;0.8125;-1;-0.02;0.01;-0.14;0.00027;64.56;193.16;92.15
193.75;0.8125;-1;-0.01;0.01;-0.14;0.00038;64.56;193.16;92.2
194.875;0.9375;-1;-0.01;0;-0.14;0.00034;64.57;194.56;92.42
195.1875;1;-1;-0.01;0;-0.14;0.00036;64.62;194.62;93.85
195.5625;1;-1;0;0;-0.14;0.00037;64.66;194.97;95.27
195.9375;1;-1;0.01;-0.01;-0.13;0.00037;64.71;195.31;96.68
196.3125;1;-1;0.01;-0.01;-0.11;0.00032;64.9;195.63;101.35
196.3125;1;-1;0.01;-0.01;-0.11;0.00041;64.9;195.63;101.39
197.25;0.9375;-0.9375;0.01;-0.01;-0.11;0.00042;64.9;195.63;101.45
197.5625;0.875;-0.9375;0.01;0;-0.11;0.00039;64.95;196.79;102.82
197.8125;0.8125;-0.875;0.01;0;-0.1;0.00038;64.99;197.04;104.22
198.125;0.75;-0.875;0;0;-0.1;0.00038;65.04;197.29;105.63
198.375;0.6875;-0.875;-0.01;0;-0.1;0.0004;65.09;197.54;107.11
198.6875;0.6875;-0.875;-0.01;0.01;-0.08;0.00035;65.25;197.77;111.4
198.6875;0.6875;-0.875;-0.01;0.01;-0.08;0.00044;65.25;197.77;111.44
199.3125;0.625;-0.875;-0.02;0.01;-0.08;0.00042;65.29;198.47;112.76
199.5625;0.625;-0.875;-0.02;0.01;-0.07;0.0004;65.34;198.63;114.35
199.75;0.6875;-0.875;-0.01;0.01;-0.07;0.00039;65.39;198.81;115.88
199.9375;0.6875;-0.875;-0.01;0;-0.06;0.00038;65.44;198.98;117.41
200.125;0.6875;-0.875;0;0;-0.05;0.00036;65.6;199.15;121.82
200.4375;0.6875;-0.875;0.01;-0.01;-0.04;0.00041;65.6;199.15;121.87
200.5625;0.625;-0.875;0.01;-0.01;-0.04;0.00039;65.64;199.56;123.15
200.6875;0.625;-0.875;0.01;-0.01;-0.04;0.00042;65.69;199.65;124.76
200.75;0.625;-0.8125;0.01;-0.01;-0.03;0.00041;65.74;199.74;126.36
200.875;0.5625;-0.8125;0.01;-0.01;-0.03;0.0004;65.79;199.81;127.82
200.9375;0.5;-0.8125;0.01;0;-0.01;0.00034;65.94;199.87;131.93
201.0625;0.4375;-0.8125;0.01;0;0;0.00039;65.94;199.87;132
201.0625;0.4375;-0.8125;-0.01;0;0;0.00038;65.98;199.99;133.17
201.0625;0.4375;-0.8125;-0.01;0.01;0;0.00038;66.03;200;134.74
201.0625;0.4375;-0.8125;-0.01;0.01;0;0.00039;66.08;200;136.12
201.0625;0.4375;-0.8125;-0.01;0.01;0.01;0.00038;66.13;199.98;137.51
201.0625;0.4375;-0.875;-0.01;0.02;0.03;0.00031;66.28;199.96;141.32
